customer_id,tenure_months,contract_type,monthly_charges,support_calls,payment_delay_days,is_senior_citizen,has_addon_services,churned,avg_monthly_spend_per_tenure,high_support_contact,is_month_to_month,churn_risk_score
CUST_00054,55,Month-to-month,1863.46,4,28,1,1,1,33.88109090909091,1,1,0.877
CUST_00055,64,Two year,1700.01,0,7,0,1,0,26.56265625,0,0,0.085
CUST_00056,44,One year,1812.8,2,23,0,1,1,41.199999999999996,0,0,0.311
CUST_00057,46,Month-to-month,1538.01,1,23,0,1,1,33.435,0,1,0.409
CUST_00058,31,Month-to-month,1117.28,2,9,0,0,1,36.04129032258064,0,1,0.544
CUST_00059,4,Month-to-month,2348.91,1,23,0,1,1,587.2275,0,1,0.834
CUST_00060,14,Month-to-month,2282.56,1,27,0,1,1,163.04,0,1,0.824
CUST_00061,9,Month-to-month,2324.83,1,29,0,0,1,258.31444444444446,0,1,0.831
CUST_00062,56,Two year,454.63,1,14,0,0,0,8.118392857142856,0,0,0.091
CUST_00063,8,Two year,1730.4,2,0,0,1,1,216.3,0,0,0.349
CUST_00064,14,Two year,2273.08,4,23,0,0,1,162.36285714285714,1,0,0.744
CUST_00065,17,Two year,2322.88,0,6,0,1,1,136.64000000000001,0,0,0.317
CUST_00066,52,Month-to-month,1612.66,3,13,0,0,0,31.01269230769231,1,1,0.488
CUST_00067,23,Month-to-month,2924.62,1,2,0,0,1,127.15739130434783,0,1,0.735
CUST_00068,36,Month-to-month,1016.23,3,19,1,1,0,28.22861111111111,1,1,0.475
CUST_00069,49,Month-to-month,844.06,2,18,0,0,1,17.225714285714286,0,1,0.462
CUST_00070,40,One year,1790.3,4,28,0,0,1,44.7575,1,0,0.67
CUST_00071,35,Month-to-month,2671.97,2,9,0,1,1,76.342,0,1,0.586
CUST_00072,28,Two year,478.36,0,6,0,0,0,17.084285714285716,0,0,0.121
CUST_00073,67,Two year,318.13,3,16,0,1,0,4.74820895522388,1,0,0.092
CUST_00074,15,One year,1202.82,3,29,0,1,1,80.188,1,0,0.744
CUST_00075,57,Two year,2446.39,1,24,0,1,1,42.919122807017544,0,0,0.306
CUST_00076,13,Month-to-month,970.85,2,18,0,1,1,74.68076923076923,0,1,0.715
CUST_00077,34,Month-to-month,1669.08,0,22,1,1,0,49.09058823529411,0,1,0.462
CUST_00078,46,One year,310.77,2,25,0,1,1,6.755869565217391,0,0,0.4
CUST_00079,21,Two year,1054.61,0,19,0,0,0,50.21952380952381,0,0,0.397
CUST_00080,20,Two year,642.79,3,6,0,0,1,32.1395,1,0,0.513
CUST_00081,13,Month-to-month,2420.07,2,18,0,0,1,186.1592307692308,0,1,0.794
CUST_00082,2,Two year,2847.05,2,11,0,1,0,1423.525,0,0,0.644
CUST_00083,19,Month-to-month,783.4,0,9,0,1,1,41.23157894736842,0,1,0.389
CUST_00084,14,Month-to-month,1669.08,3,13,0,1,1,119.22,1,1,0.792
CUST_00085,47,Month-to-month,2951.26,1,28,1,1,1,62.79276595744681,0,1,0.79
CUST_00086,66,One year,2240.06,4,20,0,0,0,33.94030303030303,1,0,0.581
CUST_00087,2,One year,944.01,0,28,0,0,0,472.005,0,0,0.58
CUST_00088,51,One year,1094.03,1,10,0,0,1,21.45156862745098,0,0,0.184
CUST_00089,29,One year,499.6,2,26,0,0,0,17.227586206896554,0,0,0.164
CUST_00090,42,One year,962.78,3,0,0,0,0,22.923333333333332,1,0,0.141
CUST_00091,69,One year,1501.04,3,7,0,1,0,21.754202898550723,1,0,0.091
CUST_00092,29,One year,1659.4,2,8,1,0,1,57.220689655172414,0,0,0.45
CUST_00093,9,One year,2185.38,1,4,0,1,0,242.82000000000002,0,0,0.26
CUST_00094,59,Month-to-month,2182.06,0,7,0,1,0,36.98406779661017,0,1,0.246
CUST_00095,64,Month-to-month,1839.17,1,26,0,0,1,28.73703125,0,1,0.583
CUST_00096,19,Two year,462.28,1,0,0,1,0,24.330526315789474,0,0,0.122
CUST_00097,42,One year,2494.26,1,29,0,0,0,59.38714285714286,0,0,0.424
CUST_00098,45,One year,548.35,0,8,0,0,0,12.185555555555556,0,0,0.094
CUST_00099,10,Month-to-month,1324.19,2,11,0,0,1,132.419,0,1,0.724
CUST_00100,1,One year,2770.48,4,28,0,0,1,2770.48,1,0,0.803
CUST_00101,2,Month-to-month,2049.58,1,1,0,0,1,1024.79,0,1,0.809
CUST_00102,46,Two year,819.39,3,21,0,0,0,17.812826086956523,1,0,0.141
CUST_00103,44,Two year,2724.85,1,29,0,1,1,61.92840909090909,0,0,0.486
CUST_00104,70,Month-to-month,1592.26,1,10,0,1,0,22.74657142857143,0,1,0.281
CUST_00105,43,Month-to-month,1691.68,1,16,0,0,0,39.34139534883721,0,1,0.499
CUST_00106,51,Month-to-month,1017.13,0,21,1,1,0,19.94372549019608,0,1,0.393
CUST_00107,34,One year,1346.82,3,27,1,0,1,39.61235294117647,1,0,0.64
CUST_00108,6,Month-to-month,1701.45,0,19,0,1,1,283.575,0,1,0.629
CUST_00109,24,One year,1988.29,3,14,0,0,0,82.84541666666667,1,0,0.515
CUST_00110,42,Two year,636.69,0,1,0,0,0,15.159285714285716,0,0,0.154
CUST_00111,50,Two year,2646.34,2,10,0,1,0,52.9268,0,0,0.234
CUST_00112,23,Month-to-month,313.51,5,9,0,0,0,13.630869565217392,1,1,0.334
CUST_00113,10,Month-to-month,324.05,2,22,0,0,1,32.405,0,1,0.604
CUST_00114,66,One year,481.37,0,25,1,1,0,7.293484848484849,0,0,0.078
CUST_00115,17,Month-to-month,1371.89,3,15,0,1,1,80.69941176470589,1,1,0.762
CUST_00116,2,Two year,1927.14,3,2,0,1,0,963.57,1,0,0.373
CUST_00117,30,Two year,497.89,1,25,0,0,0,16.596333333333334,0,0,0.162
CUST_00118,1,Two year,1342.43,0,6,0,0,1,1342.43,0,0,0.419
CUST_00119,47,Month-to-month,2460.03,1,15,0,1,0,52.34106382978724,0,1,0.429
CUST_00120,7,One year,2517.14,1,28,1,1,0,359.59142857142854,0,0,0.453
CUST_00121,23,Month-to-month,573.47,0,16,0,1,1,24.933478260869567,0,1,0.438
CUST_00122,25,Month-to-month,2713.08,3,23,0,0,1,108.5232,1,1,0.849
CUST_00123,52,One year,2498.65,2,15,0,0,0,48.05096153846154,0,0,0.305
CUST_00124,63,Month-to-month,2044.99,0,29,0,1,0,32.46015873015873,0,1,0.439
CUST_00125,49,One year,1526.21,2,6,0,1,0,31.147142857142857,0,0,0.107
CUST_00126,41,One year,980.7,3,15,1,0,1,23.919512195121953,1,0,0.316
CUST_00127,17,Two year,2320.85,2,1,1,0,0,136.5205882352941,0,0,0.245
CUST_00128,48,One year,1706.99,3,15,0,0,0,35.56229166666667,1,0,0.307
CUST_00129,53,Month-to-month,792.23,2,29,0,1,1,14.947735849056604,0,1,0.444
CUST_00130,4,Month-to-month,2215.83,3,22,0,0,1,553.9575,1,1,0.919
CUST_00131,42,One year,1868.93,0,9,0,1,0,44.498333333333335,0,0,0.176
CUST_00132,13,Two year,371.01,1,25,0,1,0,28.53923076923077,0,0,0.248
CUST_00133,7,Two year,487.79,0,0,1,0,0,69.68428571428572,0,0,0.161
CUST_00134,28,Month-to-month,1475.82,1,2,0,0,1,52.707857142857144,0,1,0.55
CUST_00135,57,Month-to-month,749.24,3,10,0,0,0,13.144561403508773,1,1,0.351
CUST_00136,45,One year,1877.34,0,12,0,0,0,41.718666666666664,0,0,0.249
CUST_00137,64,Month-to-month,2562.75,1,13,0,1,0,40.04296875,0,1,0.355
CUST_00138,54,Month-to-month,495.88,8,1,0,0,1,9.182962962962963,1,1,0.73
CUST_00139,25,One year,1069.18,2,22,0,1,0,42.7672,0,0,0.332
CUST_00140,41,Month-to-month,490.75,3,25,1,1,0,11.96951219512195,1,1,0.412
CUST_00141,21,One year,734.72,5,29,0,1,0,34.986666666666665,1,0,0.398
CUST_00142,20,Two year,2628.66,4,28,1,1,0,131.433,1,0,0.578
CUST_00143,47,Month-to-month,2800.45,1,26,0,1,1,59.58404255319149,0,1,0.614
CUST_00144,13,Month-to-month,1520.49,1,24,0,1,1,116.96076923076923,0,1,0.803
CUST_00145,30,One year,1176.12,2,25,0,0,0,39.20399999999999,0,0,0.296
CUST_00146,30,Month-to-month,842.3,0,25,0,1,1,28.076666666666664,0,1,0.594
CUST_00147,36,Two year,588.0,0,20,1,0,0,16.333333333333332,0,0,0.169
CUST_00148,19,Month-to-month,673.82,5,12,0,1,1,35.46421052631579,1,1,0.753
CUST_00149,17,One year,397.58,5,20,0,1,0,23.38705882352941,1,0,0.223
CUST_00150,54,Month-to-month,388.83,2,17,0,0,1,7.200555555555555,0,1,0.333
CUST_00151,36,Two year,837.32,3,27,0,1,0,23.25888888888889,1,0,0.205
CUST_00152,64,Month-to-month,1295.37,1,3,0,0,1,20.24015625,0,1,0.327
CUST_00153,35,Month-to-month,2602.52,1,2,0,0,1,74.35771428571428,0,1,0.59
CUST_00154,58,Month-to-month,2238.26,4,29,0,1,1,38.59068965517242,1,1,0.828
CUST_00155,57,Two year,1216.92,0,17,0,0,0,21.349473684210526,0,0,0.196
CUST_00156,9,Two year,2754.79,3,15,0,1,0,306.0877777777778,1,0,0.47
CUST_00157,58,One year,1189.53,1,6,0,1,0,20.50913793103448,0,0,0.066
CUST_00158,56,One year,2574.39,1,3,0,1,0,45.97125,0,0,0.153
CUST_00159,45,Month-to-month,519.62,4,3,0,0,1,11.54711111111111,1,1,0.679
CUST_00160,2,Month-to-month,2047.78,4,13,0,0,1,1023.89,1,1,0.888
CUST_00161,61,One year,1629.77,3,28,0,1,0,26.717540983606558,1,0,0.276
CUST_00162,10,Month-to-month,2441.26,2,11,1,0,1,244.12600000000003,0,1,0.784
CUST_00163,64,Two year,2363.08,1,8,0,0,0,36.923125,0,0,0.165
CUST_00164,50,Month-to-month,2989.63,1,27,0,0,1,59.7926,0,1,0.774
CUST_00165,26,One year,999.18,0,21,0,1,0,38.43,0,0,0.244
CUST_00166,23,Two year,568.39,1,24,0,0,1,24.71260869565217,0,0,0.374
CUST_00167,40,One year,692.39,0,6,0,0,1,17.30975,0,0,0.129
CUST_00168,59,One year,1273.48,5,26,0,1,1,21.584406779661016,1,0,0.595
CUST_00169,23,Two year,2177.45,0,24,0,1,0,94.67173913043477,0,0,0.397
CUST_00170,49,Two year,2774.72,2,13,0,1,1,56.6269387755102,0,0,0.486
CUST_00171,28,Two year,900.71,0,24,0,0,0,32.168214285714285,0,0,0.275
CUST_00172,46,Month-to-month,1736.37,2,4,0,1,0,37.747173913043476,0,1,0.328
CUST_00173,47,Month-to-month,306.84,1,25,0,1,0,6.528510638297872,0,1,0.29
CUST_00174,43,Month-to-month,337.97,4,21,1,1,1,7.859767441860466,1,1,0.732
CUST_00175,16,Month-to-month,337.0,2,0,0,0,0,21.0625,0,1,0.282
CUST_00176,65,Two year,599.43,1,12,0,1,0,9.222,0,0,0.115
CUST_00177,41,Two year,692.64,3,8,0,1,0,16.893658536585367,1,0,0.112
CUST_00178,60,Two year,2345.57,4,7,0,0,0,39.09283333333334,1,0,0.278
CUST_00179,29,Two year,1574.38,3,22,0,1,0,54.28896551724138,1,0,0.44
CUST_00180,3,Month-to-month,1765.64,1,29,1,0,1,588.5466666666667,0,1,0.884
CUST_00181,68,Two year,2657.05,2,0,0,0,1,39.07426470588236,0,0,0.346
CUST_00182,70,Month-to-month,2039.36,1,7,0,1,0,29.133714285714284,0,1,0.324
CUST_00183,53,Two year,1666.84,1,14,0,0,0,31.449811320754716,0,0,0.25
CUST_00184,31,Month-to-month,1059.87,1,15,0,0,1,34.189354838709676,0,1,0.584
CUST_00185,45,Month-to-month,1681.23,2,11,0,1,1,37.36066666666667,0,1,0.402
CUST_00186,21,One year,1138.43,3,9,0,1,0,54.210952380952385,1,0,0.539
CUST_00187,17,One year,2271.69,0,27,0,0,0,133.62882352941176,0,0,0.537
CUST_00188,62,Month-to-month,1905.01,0,13,0,0,1,30.725967741935484,0,1,0.423
CUST_00189,16,Month-to-month,697.44,2,25,0,1,1,43.59,0,1,0.612
CUST_00190,66,One year,2129.72,0,11,0,0,0,32.268484848484846,0,0,0.235
CUST_00191,44,Month-to-month,940.8,2,11,1,1,0,21.38181818181818,0,1,0.344
CUST_00192,55,Month-to-month,1594.28,2,3,0,0,0,28.98690909090909,0,1,0.306
CUST_00193,13,Month-to-month,1264.61,3,2,0,1,1,97.2776923076923,1,1,0.639
CUST_00194,52,Month-to-month,1092.39,0,2,1,0,0,21.0075,0,1,0.277
CUST_00195,51,One year,2134.44,0,14,0,0,0,41.85176470588235,0,0,0.261
CUST_00196,1,Month-to-month,1635.41,1,23,0,0,1,1635.41,0,1,0.833
CUST_00197,69,Month-to-month,1691.99,3,24,0,1,1,24.52159420289855,1,1,0.614
CUST_00198,20,Month-to-month,1825.2,1,14,0,0,0,91.26,0,1,0.708
CUST_00199,53,Month-to-month,1811.04,0,27,0,0,0,34.170566037735846,0,1,0.594
CUST_00200,58,One year,1011.57,1,15,0,1,1,17.44086206896552,0,0,0.176
CUST_00201,21,Month-to-month,2336.44,3,20,0,1,1,111.25904761904762,1,1,0.831
CUST_00202,71,Month-to-month,1669.08,1,13,0,1,0,23.508169014084505,0,1,0.345
CUST_00203,27,One year,351.86,3,23,1,0,0,13.031851851851853,1,0,0.133
CUST_00204,20,Month-to-month,2549.8,2,17,0,1,1,127.49000000000001,0,1,0.768
CUST_00205,44,Two year,1886.24,4,12,0,0,0,42.86909090909091,1,0,0.315
CUST_00206,55,One year,1278.61,3,10,0,0,0,23.247454545454545,1,0,0.123
CUST_00207,66,Two year,1261.95,0,8,0,1,0,19.120454545454546,0,0,0.059
CUST_00208,9,One year,623.65,2,2,0,1,0,69.29444444444444,0,0,0.219
CUST_00209,4,One year,2993.81,1,14,0,1,1,748.4525,0,0,0.638
CUST_00210,54,Two year,892.5,3,0,0,1,0,16.52777777777778,1,0,0.114
CUST_00211,67,Month-to-month,949.15,2,12,0,0,1,14.16641791044776,0,1,0.448
CUST_00212,26,Month-to-month,1949.26,1,0,0,1,0,74.97153846153846,0,1,0.479
CUST_00213,2,One year,687.4,1,9,0,0,0,343.7,0,0,0.253
CUST_00214,6,Month-to-month,1222.24,1,21,0,1,0,203.70666666666668,0,1,0.705
CUST_00215,7,Two year,1350.04,2,21,0,0,1,192.86285714285714,0,0,0.613
CUST_00216,13,Two year,1874.72,2,4,0,0,0,144.20923076923077,0,0,0.351
CUST_00217,20,Two year,2618.61,1,4,0,0,0,130.9305,0,0,0.334
CUST_00218,41,One year,1834.74,1,16,0,0,1,44.749756097560976,0,0,0.383
CUST_00219,13,One year,2033.43,1,19,0,0,0,156.4176923076923,0,0,0.53
CUST_00220,34,One year,2123.02,0,1,0,0,0,62.44176470588235,0,0,0.267
CUST_00221,70,Month-to-month,951.65,1,14,0,1,0,13.594999999999999,0,1,0.273
CUST_00222,49,Two year,810.4,2,27,0,1,0,16.538775510204083,0,0,0.254
CUST_00223,2,One year,2654.37,0,23,1,0,1,1327.185,0,0,0.53
CUST_00224,25,One year,2762.93,2,13,1,1,0,110.51719999999999,0,0,0.457
CUST_00225,50,Two year,2948.81,1,8,0,0,1,58.9762,0,0,0.543
CUST_00226,43,Month-to-month,2117.7,2,5,0,1,1,49.24883720930232,0,1,0.367
CUST_00227,22,Month-to-month,572.18,3,9,0,0,1,26.008181818181814,1,1,0.624
CUST_00228,27,Two year,1899.83,0,28,0,0,1,70.36407407407407,0,0,0.648
CUST_00229,22,One year,2931.52,0,28,1,1,0,133.2509090909091,0,0,0.447
CUST_00230,55,One year,1520.55,1,1,0,0,1,27.646363636363635,0,0,0.189
CUST_00231,60,Month-to-month,955.87,1,1,1,1,0,15.931166666666666,0,1,0.282
CUST_00232,1,Month-to-month,590.53,1,26,1,1,1,590.53,0,1,0.762
CUST_00233,57,Month-to-month,538.9,2,25,0,0,0,9.45438596491228,0,1,0.275
CUST_00234,42,Month-to-month,2304.86,1,21,1,0,0,54.87761904761905,0,1,0.614
CUST_00235,38,Month-to-month,2738.08,1,28,1,0,1,72.05473684210526,0,1,0.77
CUST_00236,42,Two year,2371.35,2,11,0,0,0,56.46071428571428,0,0,0.387
CUST_00237,21,Month-to-month,2694.69,0,1,0,0,0,128.31857142857143,0,1,0.465
CUST_00238,5,Month-to-month,2930.24,1,15,0,1,1,586.048,0,1,0.838
CUST_00239,20,Month-to-month,456.26,2,2,0,1,0,22.813,0,1,0.387
CUST_00240,55,Month-to-month,1785.81,0,8,1,0,0,32.469272727272724,0,1,0.284
CUST_00241,58,One year,1195.92,2,24,0,0,0,20.61931034482759,0,0,0.203
CUST_00242,46,Month-to-month,1635.98,1,10,0,0,0,35.56478260869565,0,1,0.402
CUST_00243,41,Month-to-month,547.64,1,9,0,1,0,13.357073170731708,0,1,0.238
CUST_00244,68,Month-to-month,662.79,1,5,0,1,0,9.746911764705882,0,1,0.205
CUST_00245,50,One year,1413.14,0,5,0,1,0,28.262800000000002,0,0,0.088
CUST_00246,14,One year,996.37,3,1,0,1,0,71.16928571428572,1,0,0.367
CUST_00247,49,Month-to-month,2714.28,2,28,0,1,0,55.393469387755104,0,1,0.49
CUST_00248,31,Two year,1927.53,0,11,0,0,0,62.178387096774195,0,0,0.364
CUST_00249,30,One year,395.17,3,16,0,1,0,13.172333333333334,1,0,0.145
CUST_00250,62,Month-to-month,1839.1,1,12,1,0,0,29.66290322580645,0,1,0.4
CUST_00251,71,Two year,2943.98,1,13,0,0,0,41.46450704225352,0,0,0.333
CUST_00252,68,One year,571.21,1,16,0,0,0,8.40014705882353,0,0,0.104
CUST_00253,26,Two year,2077.16,2,18,0,1,0,79.89076923076922,0,0,0.395
CUST_00254,49,Month-to-month,1009.27,0,2,0,1,0,20.59734693877551,0,1,0.232
CUST_00255,33,One year,503.36,2,20,0,1,0,15.253333333333334,0,0,0.154
CUST_00256,26,Month-to-month,2935.42,1,5,0,1,1,112.90076923076923,0,1,0.673
CUST_00257,50,Month-to-month,644.32,1,25,0,0,1,12.886400000000002,0,1,0.525
CUST_00258,53,Month-to-month,1759.56,0,0,0,1,0,33.19924528301887,0,1,0.215
CUST_00259,34,Month-to-month,1241.11,1,29,0,1,0,36.503235294117644,0,1,0.472
CUST_00260,33,Month-to-month,1234.0,0,17,0,1,1,37.39393939393939,0,1,0.429
CUST_00261,47,Month-to-month,1553.07,1,0,0,1,0,33.04404255319149,0,1,0.26
CUST_00262,38,Month-to-month,1212.8,0,28,0,0,1,31.91578947368421,0,1,0.651
CUST_00263,55,Month-to-month,2440.16,1,15,0,0,0,44.36654545454545,0,1,0.44
CUST_00264,49,Two year,1185.49,2,22,0,0,1,24.193673469387754,0,0,0.292
CUST_00265,3,One year,2990.89,2,0,0,0,0,996.9633333333333,0,0,0.312
CUST_00266,67,Month-to-month,2752.59,0,24,0,1,0,41.0834328358209,0,1,0.362
CUST_00267,64,Month-to-month,1691.33,2,27,0,0,0,26.42703125,0,1,0.54
CUST_00268,1,Month-to-month,2065.38,1,7,0,1,0,2065.38,0,1,0.604
CUST_00269,27,Month-to-month,1066.65,1,27,0,1,0,39.50555555555556,0,1,0.465
CUST_00270,50,One year,1804.65,5,28,0,0,1,36.093,1,0,0.711
CUST_00271,5,Month-to-month,787.95,3,6,0,0,1,157.59,1,1,0.74
CUST_00272,65,Month-to-month,1968.12,2,29,0,1,1,30.278769230769228,0,1,0.544
CUST_00273,19,One year,2931.33,0,11,0,1,1,154.28052631578947,0,0,0.564
CUST_00274,27,Month-to-month,779.68,1,0,0,0,0,28.877037037037034,0,1,0.48
CUST_00275,2,Month-to-month,1674.92,0,9,0,1,0,837.46,0,1,0.512
CUST_00276,17,Month-to-month,2075.54,3,7,0,1,1,122.09058823529412,1,1,0.709
CUST_00277,4,Two year,1854.85,4,27,0,0,1,463.7125,1,0,0.715
CUST_00278,41,Month-to-month,2970.25,0,6,0,0,1,72.4451219512195,0,1,0.665
CUST_00279,70,Month-to-month,2055.51,1,17,0,0,0,29.364428571428576,0,1,0.454
CUST_00280,3,One year,2558.79,2,8,0,0,1,852.93,0,0,0.461
CUST_00281,44,Two year,2472.26,1,14,1,0,1,56.18772727272728,0,0,0.492
CUST_00282,58,Month-to-month,1243.8,1,17,0,1,1,21.444827586206895,0,1,0.353
CUST_00283,56,Two year,496.76,2,13,0,1,0,8.870714285714286,0,0,0.072
CUST_00284,35,Month-to-month,1428.3,0,19,0,0,0,40.808571428571426,0,1,0.499
CUST_00285,15,One year,408.43,1,2,0,1,0,27.228666666666665,0,0,0.111
CUST_00286,48,Two year,2866.07,0,1,1,0,0,59.70979166666667,0,0,0.229
CUST_00287,29,Month-to-month,2500.11,1,7,1,0,0,86.21068965517242,0,1,0.673
CUST_00288,56,Month-to-month,1404.12,1,17,0,0,1,25.073571428571427,0,1,0.423
CUST_00289,38,Two year,2932.9,2,4,0,0,0,77.18157894736842,0,0,0.437
CUST_00290,2,Month-to-month,2133.48,0,0,0,0,1,1066.74,0,1,0.613
CUST_00291,58,One year,525.57,1,6,0,0,0,9.061551724137932,0,0,0.077
CUST_00292,14,One year,2365.91,2,13,1,1,0,168.9935714285714,0,0,0.371
CUST_00293,40,Month-to-month,1051.53,3,9,0,1,1,26.288249999999998,1,1,0.569
CUST_00294,30,One year,1748.36,2,22,0,1,0,58.278666666666666,0,0,0.363
CUST_00295,9,Month-to-month,2155.47,2,23,0,1,1,239.49666666666664,0,1,0.804
CUST_00296,44,Month-to-month,2572.37,0,2,1,1,1,58.462954545454544,0,1,0.459
CUST_00297,65,Two year,1439.01,3,2,0,0,0,22.138615384615385,1,0,0.112
CUST_00298,27,One year,1093.51,3,7,0,1,1,40.50037037037037,1,0,0.406
CUST_00299,38,Two year,1342.98,2,6,0,0,0,35.34157894736842,0,0,0.166
CUST_00300,20,Two year,1888.59,2,7,1,1,1,94.42949999999999,0,0,0.461
CUST_00301,26,Month-to-month,573.4,0,18,0,1,0,22.053846153846152,0,1,0.367
CUST_00302,2,Month-to-month,2647.81,1,7,1,1,1,1323.905,0,1,0.759
CUST_00303,54,Two year,510.32,3,19,0,0,0,9.45037037037037,1,0,0.083
CUST_00304,31,Month-to-month,2703.31,1,28,0,1,1,87.20354838709677,0,1,0.679
CUST_00305,30,One year,2262.05,2,6,0,0,1,75.40166666666667,0,0,0.459
CUST_00306,67,Month-to-month,2123.79,3,22,0,1,1,31.698358208955224,1,1,0.727
CUST_00307,29,Two year,749.91,1,9,0,1,0,25.85896551724138,0,0,0.124
CUST_00308,3,Month-to-month,1438.24,0,21,0,0,0,479.41333333333336,0,1,0.541
CUST_00309,51,Two year,963.59,2,7,0,0,0,18.89392156862745,0,0,0.088
CUST_00310,43,Two year,845.08,2,29,0,0,1,19.653023255813956,0,0,0.436
CUST_00311,35,Month-to-month,2602.76,1,1,0,1,1,74.36457142857144,0,1,0.541
CUST_00312,15,Two year,2253.54,3,26,0,1,0,150.236,1,0,0.695
